Date,Opinion,Pro,TweetText
1/2/19 14:17,Negative,Pro Gov,"Karyakartas told me how NTR Garu referred to Congress as 'Dushta Congress' but for TDP today, it is 'Dost Congress.\xe2\x80\x99\n\nPeople know the reality of TDP and Congress. \n\nBased on our work in the last 4.5 years, I can confidently say that it is BJP that will fulfil AP\xe2\x80\x99s aspirations. https://t.co/5ocqnYglFk"""
1/1/19 7:25,Neutral,,"Kader Khan Ji brightened the screen with his stupendous acting skills and lightened it thanks to his unique sense of humour. \n\nHe was also a prolific screenwriter, associated with many memorable films. \n\nSaddened by his demise. Condolences to his family and admirers.'"
1/1/19 3:04,Positive,,Wishing everyone a joyous 2019!\n\nMay everyone be happy and healthy. I pray that all your wishes are fulfilled in 2019.'
12/31/18 14:18,Positive,,Happy to know! My best wishes to you. https://t.co/YNqMar75GE'
12/30/18 13:06,Positive,,Among those imprisoned at Cellular Jail was the great Veer Savarkar. I visited the cell where the indomitable Veer Savarkar was lodged. Rigorous imprisonment did not dampen Veer Savarkar\xe2\x80\x99s spirits and he continued to speak and write about a free India from jail too. https://t.co/dbsyzuVUjA'
12/30/18 13:04,Positive,,"Cellular Jail...this is where colonial rulers sent several nationalists and freedom fighters who fiercely resisted imperialism. \n\nToday, I had the privilege of visiting the Cellular Jail and paying homage to those greats who toiled for us and our freedom. https://t.co/ofPCLmxjs3'"
12/30/18 9:16,Positive,,Happy to announce important decisions relating to agriculture and fisheries. These will help protect local culture of the Andaman and Nicobar islands as well as increase livelihood opportunities. https://t.co/1LcPF8HDWt'
12/30/18 9:13,Positive,Pro Gov,"Giving wings to the aspirations of our Yuva Shakti. \n \nThe upcoming ITI will greatly benefit youngsters.\n \nThe Government is building vital sporting infrastructure, which will further popularize sports in the UT and boost fitness levels. https://t.co/JzBy1qaJKU'"
12/30/18 9:08,Neutral,,Our country is grateful to Shri Mrinal Sen for giving us some of the most memorable films. \n\nThe dexterity and sensitivity with which he made films is noteworthy. His rich work is admired across generations. \n\nSaddened by his demise. My thoughts are with his family and admirers.'
12/30/18 5:30,Positive,Pro Gov,"Happy to be connecting once again, thanks to #MannKiBaat. Tune in. https://t.co/2kJdT6On0S'"
12/29/18 12:29,Positive,Pro Gov,It is a matter of pride for Kashi that this great city is now home to the International Rice Research Institute South Asia Regional Centre. This Centre harnesses the power of technology and innovation for the benefit of our farmers.\n\nGlimpses from the inauguration today. https://t.co/7sSZTLrfSH'
12/29/18 10:31,Negative,Pro Gov,"The moment Governments changed in MP and Rajasthan, urea shortages began and so have Lathis on farmers. \n\nIn Karnataka, farmers are suffering.\n\nOn what basis is Congress talking about farmer welfare? \n\nThe NDA govt. is taking many steps for a robust agriculture sector. https://t.co/RCMgJ31M50'"
12/28/18 14:36,Positive,,"India is delighted to welcome @PMBhutan Dr. Lotay Tshering. We had fruitful talks, focused on deepening cooperation in hydropower, space technology, economy and several other areas. Strong ties between our nations greatly benefit our citizens. https://t.co/oNbDtuFbR4'"
12/28/18 3:12,Positive,,Birthday wishes to my valued colleague Shri @arunjaitley Ji. He has made a valuable contribution as our Finance Minister. He has also distinguished himself as a great Parliamentarian. Praying for his long and healthy life.'
12/27/18 14:03,Negative,Pro Gov,Congress is a master at misleading farmers. \n\nTheir fake promises and tokenism will not cut ice with the hardworking farmers of India. https://t.co/VgNupyi3ZE'
12/26/18 16:07,Positive,,Assamese is a great language and the culture of Assam is special. https://t.co/Qa7jcDMOPs'
12/26/18 16:05,Positive,Pro Gov,We are happy that we have got the opportunity to work for the development of Eastern and Northeastern India. \n\nOur efforts are transforming lives in these regions. https://t.co/3VVQwMLiy'
12/25/18 16:27,Neutral,,Saddened by the demise of Padma Shri Sulagitti Narasamma Ji. Her efforts of providing midwifery services in Karnataka will always be remembered. Her kindness endeared her to the poorer sections of society. My thoughts are with her family and vast number of admirers.'
12/25/18 15:00,Neutral,,"Rashtrapati Ji led the nation in paying tributes to the venerable Atal Ji at 'Sadaiv Atal\xe2\x80\x99, which is Atal Ji\xe2\x80\x99s Samadhi.\n\nIndia is eternally grateful to Atal Ji for everything he has done for the nation. https://t.co/z6zrASYImY"""
12/25/18 14:49,Positive,Pro Gov,"From bigger roads, rail connectivity to better healthcare facilities, the Northeast is witnessing a great transformation during the last four years. https://t.co/uC3aXE0NL0'"
12/24/18 15:13,Positive,,"Honouring those who gave their life for India\xe2\x80\x99s freedom.\n\nThe Paika Rebellion was a watershed moment in our history. It demonstrated the valour of the Odia people. \n\nToday, released a stamp and coin on the Paika Rebellion and remembered the greats who fought colonial rule. https://t.co/SmPTCasgQR'"
12/24/18 15:02,Positive,Pro Gov,"Today, on the eve of beloved Atal Ji's Jayanti, a commemorative coin was released in his honour. Widely respected by everyone, Atal Ji's strong leadership ensured great progress for our country. He was a leader who put national interest above everything. \n\nhttps://t.co/A3IOfv1125 https://t.co/p0tQzBmm2w"""
12/24/18 9:05,Neutral,,Saddened by the demise of Captain Jai Narain Prasad Nishad Ji. He served our nation with great diligence. Captain Nishad\xe2\x80\x99s efforts for the progress of Bihar were noteworthy. His work towards empowering the poor will always be remembered. Condolences to his family and supporters.'
12/23/18 16:00,Positive,Pro Gov,"I salute your passion for India\xe2\x80\x99s growth and thank you for the faith in our Government. \n\nWhen we have well wishers like you, I am sure we will be able to convey our work to the people with great effectiveness. https://t.co/toHXRFWIvV'"
12/23/18 13:45,Neutral,,Saddened by the loss of lives and destruction in Indonesia caused by the Tsunami after the eruption of a volcano. Condolences to the bereaved families and wishing the injured an early recovery. India is ready to assist our maritime neighbour and friend in relief work. @jokowi'
12/23/18 10:27,Negative,Pro Gov,"Many Mahagathbandhan leaders are ardent followers of Dr. Lohia. By allying with Congress, they are disrespecting his ideals.\n\nPeople will also never forget how Congress humiliated greats like MGR and NTR. \n\nOpposition\xe2\x80\x99s only interest is dynasty, not development. https://t.co/m4VOXchOaX'"
12/21/18 5:25,Positive,,"Paid tributes to the great Sardar Patel at the \xe2\x80\x98Statue of Unity.\xe2\x80\x99 \n\nAs India\xe2\x80\x99s Home Minister, his contribution towards building the framework of our security systems is immense. https://t.co/RgV86GNBPG'"
12/19/18 14:23,Positive,Pro Gov,Haryana trusts BJP! \n\nI thank the people of Haryana for continuously reposing their faith in @BJP4Haryana.\n\nWe derive great strength from the people\xe2\x80\x99s blessings and reaffirm our commitment to work for Haryana\xe2\x80\x99s progress. \n\nhttps://t.co/zAVBWppf7Q'
12/18/18 12:32,Positive,,"Happy to see the passion among members of the film and entertainment industry towards the development of India. \n\nThey talked at length about ways to further Mumbai\xe2\x80\x99s development, particularly with regard to making it a global hub for entertainment.'"
12/18/18 12:30,Positive,,"In Mumbai today, released the book \xe2\x80\x98Timeless Laxman.\xe2\x80\x99 This book is based on the life of the great RK Laxman, whose rich work and indomitable spirit continue to be admired and remembered by every Indian. https://t.co/lm26VsDMyQ'"
12/16/18 16:25,Negative,Pro Gov,"Congress has disdain for the judiciary. \n\nAfter all, it was the Courts that kept a check on Congress\xe2\x80\x99 authoritarianism. \n\nDisrespecting a Court decision, the then PM imposed the Emergency in 1975 and struck a heavy blow on freedom of speech and expression. https://t.co/PJjuYbM9h1'"
12/16/18 16:23,Positive,,"It makes me very happy that the people of Prayagraj and the UP Government are devoting special attention to cleanliness.\n\nThese efforts are also in line with our emphasis on cleanliness, particularly a clean Ganga. https://t.co/hd107s3WB6'"
12/16/18 16:22,Positive,Pro Gov,"Today in Prayagraj, several projects were inaugurated or their foundation stones were laid. These will improve the quality of life for the people of this great city. \n\nI am glad that pilgrims coming for the Kumbh will also be able to visit the Akshay Vat. https://t.co/NZOOjHL4W4'"
12/16/18 6:18,Positive,,Happy to be in Raebareli. Watch my speech at the public meeting. https://t.co/G1usbS8jIA'
12/14/18 14:21,Negative,Pro Gov,Kerala has seen Congress and Communist rule. Both are efficient in corruption and inefficient in governance. \n\nBJP is different from the two and promises a people-friendly and non-corrupt government in Kerala. https://t.co/IK5NzRrzB4'
12/13/18 11:29,Positive,,Paid homage to the martyrs of the 2001 Parliament attack. \n\nIndia will never forget their bravery. These great people lived and lost their lives for the nation. https://t.co/yGTSkn4Ia'
12/12/18 14:40,Positive,,"The Sustainable Development Agenda reminds us why partnerships- between citizens, communities and countries- are essential.\n\nTogether, let us empower citizens and communities for the greater good of humankind. https://t.co/1O2hNYw8tl'"
12/11/18 16:22,Positive,,Congratulations to the Congress for their victories. \n\nCongratulations to KCR Garu for the thumping win in Telangana and to the Mizo National Front (MNF) for their impressive victory in Mizoram.'
12/11/18 2:50,Positive,,Greetings to Pranab Da on his birthday. India has benefitted greatly from his wisdom and statesmanship. We are grateful to him for his excellent service during his long years in active politics and administration. I pray for Pranab Da\xe2\x80\x99s long and healthy life. @CitiznMukherjee'
12/10/18 12:26,Positive,,Dr. Urjit Patel is a thorough professional with impeccable integrity. He has been in the Reserve Bank of India for about 6 years as Deputy Governor and Governor. He leaves behind a great legacy. We will miss him immensely.'
12/10/18 1:52,Neutral,,"Extremely saddened by the demise of Shri Jagdish Thakkar, the PRO in the PMO. Jagdishbhai was a veteran journalist and I had the pleasure of working with him for years, both in Gujarat and in Delhi. He was known for his simplicity and warm-hearted nature.'"
12/9/18 2:55,Positive,,"Happy to see 'Yuva Shakti.' \n\nIndia's 'Yuva Shakti' is India's pride! https://t.co/2StliIBur8"""
12/5/18 11:13,Negative,Pro Gov,"What did Congress do for the promotion of Khadi?\n\nWe are working to make Khadi popular worldwide. \n\nNow, when the Khadi Jacket is again popular and people call it a \xe2\x80\x98Modi Jacket\xe2\x80\x99 the Congress has a problem. Reason is their hatred towards me. https://t.co/zc4Dk7GrUm'"
12/4/18 12:00,Positive,,Great atmosphere at the rally in Jaipur. Watch. https://t.co/NsbTpk6bnx'
12/3/18 16:36,Positive,,"The great members of our Constituent Assembly did not support the idea of Minority Reservations. Yet, parties in Telangana are promising it.\n\nNot only is it illegal, it also makes me wonder- are these parties going to do injustice to SCs, STs and OBCs? They must answer. https://t.co/r1Up8AybdF'"
12/3/18 16:34,Negative ,,"KCR Garu started with the Youth Congress.\n\nHe dutifully served under Chandrababu Naidu Garu. \n\nHe became a Central Minister thanks to Congress. \n\nSo, who is whose A, B and C teams? https://t.co/WMQSDXQ0qt'"
12/3/18 16:31,Negative,Pro Gov,"The same Congress leaders who are calling TRS the BJP\xe2\x80\x99s B-team were calling JD(S) the BJP\xe2\x80\x99s B-team in Karnataka, only to stitch an opportunist alliance with them after the results. \n\nCongress and TRS are one. Both are only interested in family politics. https://t.co/ilWPDvX6Al'"
12/3/18 16:30,Negative,Pro Gov,Congress- dynasty\n\nTRS- dynasty \n\nTDP- dynasty \n\nAIMIM- dynasty \n\nThese parties only care about the interests of their respective families. \n\nBJP cares about the people of Telangana and their wellbeing. https://t.co/qW9FctjGqi'
12/3/18 13:12,Positive,,Hello Hyderabad! Delighted to be among the people of this great city. Watch my speech. https://t.co/bYgpuR8O6r'
12/3/18 12:22,Negative,Pro Gov,"If there is one party that has caused and furthered agrarian distress in India, it is Congress. \n\nCongress took away the land of farmers and their \xe2\x80\x98telephone banking\xe2\x80\x99 ensured favourable loans to their industrialist friends. \n\nWe are fighting this and will continue doing so. https://t.co/lZkSQ14gXn'"
12/2/18 12:09,Positive,,"My friend, PM @netanyahu, Happy Hanukkah to you and the people of Israel. May this special occasion further the spirit of brightness and happiness. May everybody be healthy and prosperous.'"
12/1/18 17:15,Positive,,"Excellent meeting with PM @sanchezcastejon. There is great potential in India-Spain cooperation, particularly in areas relating to @makeinindia and urban development. We also discussed avenues to deepen cultural ties between our nations. https://t.co/izg1g5ZErr'"
12/1/18 14:56,Positive,,"Happy to meet my friend, @MinPres Mark Rutte. Our talks today focussed on boosting economic and cultural ties between India and the Netherlands. https://t.co/i9p3JvNmbJ'"
11/30/18 19:05,Positive,,"JAI (Japan, America, India) trilateral marks the coming together of three friendly nations. \n\nToday's historic JAI meeting was a great beginning. PM @AbeShinzo, @POTUS and I held fruitful talks aimed at furthering connectivity, maritime cooperation and a stable Indo-Pacific. https://t.co/8Lw7kj9waN"""
11/27/18 13:58,Negative,Pro Gov,Congress and TRS have no right to talk about the welfare of farmers. \n\nIt is the BJP that has worked assiduously towards ensuring prosperity of our industrious farmers. https://t.co/rZ5TgoqHr7'
11/27/18 13:52,Negative,Pro Gov,"Thankful to the people of Nizamabad for joining today's rally. \n\nThere is a friendly fight between Congress and TRS. After all, KCR Garu has happily worked with Madam. He is also inspired by the Congress and promotes dynasty politics.\n\nOnly BJP can solve Telangana\xe2\x80\x99s problems. https://t.co/oEFzVptD3r"""
11/27/18 6:48,Positive,,Happy to be in Telangana. Addressing a public meeting in Nizamabad. Watch. https://t.co/DT8N5ntXq7'
11/26/18 15:37,Negative,Pro Gov,"Addressed a rally in Kota. In Rajasthan, BJP is drawing phenomenal support from all sections of society. Youngsters feel if there is one party that can further Rajasthan\xe2\x80\x99s progress it is BJP. Congress works only for a privileged few, not to mention their record corruption. https://t.co/OTjkkzNhuT'"
11/26/18 12:03,Negative,Pro Gov,"There is a reason state after state, people have rejected the once mighty Congress.\n\nCongress' arrogance combined with their colossal misgovernance has angered people. https://t.co/WlSoBjN2ZH"""
11/26/18 12:02,Negative,Pro Gov,"Rajasthan is a land closely associated with the Army. Several people from this state serve and protect the nation.\n\nCongress' repeated insults towards the Army will not be appreciated by people of this land. https://t.co/Kj47CcNwOE"""
11/26/18 3:07,Positive,,On Constitution Day we recall with pride the stellar contribution of the greats who served in our Constituent Assembly. We are proud of our Constitution and reiterate our commitment to uphold the values enshrined in it. \n\nHere is what I said during yesterday\xe2\x80\x99s #MannKiBaat. https://t.co/Bx0Y60mUsw'
11/26/18 2:59,Positive,,"Happy that you enjoyed your Kashi visit and witnessed the city's transformation! @AnilKapoor https://t.co/7jK1TgK7N6"""
11/26/18 2:56,Negative,Pro Gov,"Congress ignored the Northeast, despite receiving people's support for years. \n\nThere is lot of work to be done in Mizoram and BJP is committed to serving the great people of Mizoram and fulfilling their dreams. @BJP4Mizoram https://t.co/Vu3y6T162E"""
11/25/18 16:11,Negative,Pro Gov,Addressed a massive rally in Jabalpur. I have travelled across Madhya Pradesh in the last few days and I see strong support for @BJP4MP. \n\nThe state has immense trust in the leadership of @ChouhanShivraj Ji. \n\nMemories of Congress misrule still haunt the people of M.P. https://t.co/f9MhucQ196'
11/25/18 13:58,Negative,Pro Gov,"New tricks of the Congress:\n\nSend lawyers to the Rajya Sabha.\n\nObstruct key legislation.\n\nArmtwist the courts. \n\nAnd, if a Judge does not give verdicts they like then bully them with impeachment threats. \n\nCongress\xe2\x80\x99 black deeds will not succeed till I am here. https://t.co/qJeOiPDZDR'"
11/25/18 13:54,Negative,Pro Gov,"Congress strategy for the elections:\n\nAbuse my Mother.\n\nMake indecent comments about my caste.\n\nThe character of the Congress is anti-backward. No wonder some of the most horrific instances of violence against Dalits, OBCs have happened when Congress is in power. https://t.co/Hw1uV35Ujm'"
11/25/18 6:54,Positive,,Happy to be in \xe2\x80\x98Veerbhoomi\xe2\x80\x99 Rajasthan. Speaking at a massive rally in Alwar. Watch. https://t.co/FZMnuMfDNC'
11/24/18 13:28,Negative,Pro Gov,"BJP is a party for all sections of society, we want everyone's blessings.\n\nCongress does not want votes of SC/ST communities, it only wants votes from one section of society. Congress wants to divide MP! https://t.co/xj32IajpB"
11/24/18 9:38,Negative,Pro Gov,"Due to his hardwork and humility, Shivraj Ji is affectionately called \xe2\x80\x98Mama\xe2\x80\x99 by the youth of the state.\n\nCongress has a problem with that. Because for them, such affection is reserved for the likes of Mr. Quattrocchi and Mr. Warren  Anderson. https://t.co/1BiPnTU7fD'"
11/24/18 9:36,Negative,Pro Gov,"It has been 15 years since MP comprehensively rejected the Congress and under BJP, the state has seen unparalleled growth. \n\nDays of Congress\xe2\x80\x99 \xe2\x80\x98divide and rule\xe2\x80\x99 are over, now only the BJP\xe2\x80\x99s development agenda strikes a chord with the people. https://t.co/6Soj0b5zXL'"
11/24/18 9:35,Negative,Pro Gov,"Completing projects on time is not the interest of the Congress. Their interest lies in awarding contracts to known persons.\n\nIn the last few years, many projects of MP pending at the level of the Centre have been completed. This has benefitted the state's people. https://t.co/x7fZI43j0U"""
11/23/18 13:33,Negative,Pro Gov,"Sadly, in Mizoram, Government contracts are only given if you are related to top Congress leaders. Such a work culture has slowed the development journey of the state. https://t.co/2k4cS5SNua'"
11/23/18 13:32,Negative,Pro Gov,"The history and culture of Mizoram makes every Indian proud. \n\nUnfortunately, the Congress leaves no opportunity to mock the culture of our tribal communities, of Mizoram and of the Northeast. Congress will not be forgiven for doing so. https://t.co/vFIKEHsQjJ'"
11/20/18 12:48,Negative,Pro Gov,"Look how the Karnataka Government is treating farmers. They are calling farmers \xe2\x80\x98goons\xe2\x80\x99 and harassing them. This is unacceptable! \n\nCongress, which is an integral part of the Government should stop talking about farmer welfare. Their actions show they do not care for farmers. https://t.co/VuBh4w89bI'"
11/20/18 12:46,Negative,Pro Gov,Congress institutionalised corruption in India.\n\nIt is high time Congress returns to the poor what they looted from them for decades. https://t.co/j4mjTdpSyR'
11/20/18 12:46,Negative,Pro Gov,"In the name of 'Loan Melas' the tribal communities were harassed and exploited. Congress allowed this to go on. \n\nTimes have changed and the BJP has worked assiduously for the welfare of tribals, ensuring financial inclusion and economic empowerment. https://t.co/SPTvk8XjU4"""
11/20/18 12:45,Negative,Pro Gov,"There is massive support for the BJP in Jhabua. \n\nPeople of this area have seen the good work of the MP Government for the last 15 years. \n\nThey have also seen how the Congress failed to ensure progress for years, when the party was in power. @BJP4MP https://t.co/jUi6HLV4y6'"
11/19/18 2:10,Positive,,Rani Lakshmibai is a source of inspiration for every Indian. Her fortitude in the face of adversity and steadfast opposition to colonialism will never be forgotten. It is due to greats like her that India won freedom. Remembering her on her Jayanti.'
11/18/18 15:56,Negative,Pro Gov,"Congress is a confused Party, led by a confused leadership that cannot provide good governance to the people of Madhya Pradesh. https://t.co/Rh2hH9fmHA'"
11/18/18 15:55,Negative,Pro Gov,"People in Madhya Pradesh have horrific memories of the Congress misrule, that ended 15 years ago. \n\nNo wonder the Congress does not want the former Chief Minister in their midst to campaign for the party. https://t.co/5BNzaQqAPn'"
11/18/18 15:54,Negative,Pro Gov,"NDA's strong measures against corruption and black money have angered Congress and their eco-system, which is why they abuse me daily. https://t.co/KxoWSymaYn"""
11/18/18 15:53,Negative,Pro Gov,"Congress' double standards are amusing. \n\nThey talk about cow welfare in Madhya Pradesh, while their Party leaders in Kerala show disregard for the cow. https://t.co/tHnZCwlIqN"""
11/18/18 15:51,Negative,Pro Gov,"In their desperation to win in Madhya Pradesh, Congress is giving tickets to people from all kinds of backgrounds. \n\nWhy is the Congress creating a bad political culture in the state? https://t.co/sGNW4gNXGS'"
11/18/18 9:47,Negative,Pro Gov,"Chhindwara is tired of Congress' false promises. They have faith in BJP. Here is my speech at the rally. https://t.co/fNq5aEnar1"""
11/18/18 9:06,Negative,Pro Gov,"We are placing our faith in the youth of India. We are empowering them to become job creators and entrepreneurs. \n\nWe opened the doors of banks for the poor while the Congress' 'telephone banking' created India's NPA mess. https://t.co/Wb9OOwr3TJ"""
11/18/18 9:06,Negative,Pro Gov,"Make a person outside the Nehru-Gandhi the Congress Party President for five years and I will agree that Pandit Nehru made a 'Chaiwallah' the PM. \n\nIndia has not forgotten how a stalwart like Sitaram Kesri Ji was treated by one family. https://t.co/f4HC0XJii7"""
11/16/18 15:14,Negative,Pro Gov,"In a different parts of the state, Congress speaks different languages. \n\nIn Chhindwara they say someone is CM, in Gwalior they say someone else is CM. Do they think people are foolish?\n\nCongress should answer who is their CM face in Madhya Pradesh! https://t.co/GpOOWLywXf'"
11/16/18 15:13,Negative,Pro Gov,In Madhya Pradesh:\n\nOver 50 years of Congress rule.\n\n15 years of BJP serving the state.\n\nCompare our work on any parameter. \n\nGovernance under BJP is far better! https://t.co/SgQOkF2QY'
11/16/18 15:12,Negative,Pro Gov,"Congress feels- 'it is either us or no one.' This party exists only for the welfare of one family.\n\nThat is why they disturbed all non-Congress Governments and never wanted stability. https://t.co/RNfNdfMZUI"""
11/16/18 15:11,Negative,Pro Gov,"Gwalior has always given tremendous affection to the BJP. This is a land closely associated with Rajmata Scindia, who was humiliated by the Congress High Command. \n\nPeople of Gwalior will never support those who insulted Rajmata Scindia. https://t.co/ELRJmqgwC8'"
11/16/18 13:47,Negative,Pro Gov,"From 2000 to 2003, what did the Congress do in MP and Chhattisgarh? Those who were serving as Chief Ministers during that period owe answers to the people.\n\nPromises were broken, aspirations were unfulfilled. We can't allow these leaders or the Congress culture to return. https://t.co/1meTy8tl7s"""
11/16/18 13:46,Negative,Pro Gov,"In the name of making houses for the poor, Congress leaders filled their own pockets.\n\nHowever, under @BJP4CGState things are different. We are not only building more houses but also enhancing the dignity of women through these houses. https://t.co/i2MLEZXvC5'"
11/16/18 13:46,Negative,Pro Gov,"Congress' sense of entitlement is legendary! \n\nWhy is it that before every election they start making remarks about my poverty and background? \n\nMocking the poor and referring to them pejoratively is the Congress way of doing things. https://t.co/LXFbPFKI1e"""
11/16/18 13:45,Negative,Pro Gov,"When one comes to Chhattisgarh, one thinks about the statesmanship of Atal Ji, who created this state. \n\nCompare how amicably Atal Ji created three states, with the animosity and bitterness with which Congress divided Andhra Pradesh. https://t.co/4UAH8OBDCz'"
11/15/18 3:19,Positive,,"A boost to technology, innovation and youth power. \n\nHappy to have met innovators who won prizes in the first ever Singapore-India Hackathon. They talked about their extensive work. I was impressed by their passion and commitment towards solving problems our world faces. https://t.co/GLRIAe4wRf'"
11/15/18 3:11,Positive,,Cementing old bonds in pursuit of a glorious future. \n\nHad a great interaction with ASEAN leaders at the ASEAN-India Informal Breakfast Summit. We are happy that ties with ASEAN are strong and are contributing to a peaceful and prosperous planet. @ASEAN https://t.co/uDL8FBnRKX'
11/14/18 15:48,Positive,,India is making remarkable strides in Fintech thanks to our youth and I am sure this is going to continue in the years to come. https://t.co/rvUaJQaUCv'
11/14/18 8:01,Positive,,Happy to have met PM @leehsienloong in Singapore. \n\nWe had fruitful talks on deeper India-Singapore friendship as well as how India-ASEAN relations contribute to peace and prosperity in the region. https://t.co/itK4VcjZmg'
11/13/18 14:46,Positive,,"Delighted to meet you @jack! Happy to see the passion with which you\xe2\x80\x99re leading @Twitter. \n\nI enjoy being on this medium, where I\xe2\x80\x99ve made great friends and see everyday the creativity of people. https://t.co/aUElNJyahk'"
11/12/18 11:45,Positive,,Happy to be in Kashi. Inaugurating several development projects. Watch my speech. https://t.co/2slKAFH3ml'
11/12/18 1:00,Neutral,,"I spoke to his wife, Dr. Tejaswini Ji and expressed condolences on the passing away of Shri Ananth Kumar Ji. My thoughts are with his entire family, friends and supporters in this hour of grief and sadness. Om Shanti.'"
11/12/18 0:57,Positive,Pro Gov,"Ananth Kumar Ji was an able administrator, who handled many ministerial portfolios and was a great asset to the BJP organisation. He worked hard to strengthen the Party in Karnataka, particularly in Bengaluru and surrounding areas. He was always accessible to his constituents.'"
11/12/18 0:57,Neutral,,"Extremely saddened by the passing away of my valued colleague and friend, Shri Ananth Kumar Ji. He was a remarkable leader, who entered public life at a young age and went on to serve society with utmost diligence and compassion. He will always be remembered for his good work.'"
11/11/18 8:01,Positive,,Making Kashi cleaner and healthier through sewerage projects which will have a long-term impact on the city and surrounding areas. \n\nThe inauguration of 140 MLD Dinapur STP will add great strength towards the efforts of cleaning the Ganga. https://t.co/Ne7bOmX3BU'
11/11/18 7:50,Positive,,"One of the projects I will be inaugurating in Kashi tomorrow is the Varanasi Ring Road Phase 1, which will be a source of great convenience and relief for the people of Kashi. It will reduce travel time and fuel usage.\n\nAnd yes, going to Sarnath also gets a lot easier now! https://t.co/YjOFSjcBlo'"
11/9/18 14:54,Negative,Pro Gov,"Urban Maoists live in big cities, lead comfortable lives but they wreck the lives of those living in rural areas. \n\nCongress does everything possible to protect and support these Urban Maoists. They owe an answer to the people of Chhattisgarh for their conduct. https://t.co/G5Kg9micOC'"
11/9/18 14:53,Negative,Pro Gov,"Congress leaves no opportunity to mock our tribal brothers and sisters. \n\nCongress makes fun of tribal culture, their customs, their clothes, their headgear. https://t.co/CmAGu8vI65'"
11/8/18 1:58,Positive,,New Year greetings to all Gujaratis. \n\nMay the coming year lead to the fulfilment of all your aspirations. May everyone be healthy and happy.\n\nSaal Mubarak!'
11/7/18 14:26,Positive,,A unique gesture by the @UN on Diwali! Happy to see this. https://t.co/0vLEn4gwnn'
11/7/18 10:30,Positive,,"Thank you for the splendid Diwali wishes, Your Highness Sheikh Mohammed bin Rashid Al Maktoum. \n\nWishing you a Happy Diwali as well. \n\nYour personal commitment towards robust India-UAE relations adds great strength to our bilateral ties. @HHShkMohd https://t.co/pSHyK7xBIL'"
11/6/18 14:08,Positive,,Best wishes for this festive season to you too. \n\nThanks for your kind words. https://t.co/9uuBUq6j8q'
11/5/18 14:24,Positive,,"Had a great meeting with Mrs. Kim Jung-sook, First Lady of the Republic of Korea. \n\nWe had fruitful discussions on ways to deepen bilateral cooperation between our nations. \n\nhttps://t.co/elGVHqBKXE https://t.co/1uU8CdsRQY'"
11/5/18 14:22,Positive,,Ayushman Bharat shows that the poor can get quality healthcare. \n\nHappy to see poor people benefitting from the scheme. https://t.co/uyTkjuFgKz'
11/3/18 15:27,Positive,,"Chhattisgarh is a young state with an ancient and rich heritage, and is home to hardworking people. \n\nOver the last 15 years the state has made great strides under @drramansingh Ji. \n\nI told a Karyakarta from Korba why the people of the state must bless BJP yet again. https://t.co/gNhCgKLvqS'"
10/31/18 14:32,Negative,Pro Gov,"Karyakartas from Rajsamand are anguished at the abuses Congress leaders throw at me. \n\nCongress may have hate and anger towards me but we have affection, respect and hardwork to give to this nation we all love.\n\nThe more dirt they throw at us, the more the Lotus will shine! https://t.co/SgjgpzpgOx'"
10/31/18 10:22,Positive,,"On the banks of the Narmada stands the majestic statue of a great man, who devoted his entire life towards nation building. \n\nIt was an absolute honour to dedicate the #StatueOfUnity to the nation. \n\nWe are grateful to Sardar Patel for all that he did for India. https://t.co/q2F4uMRjoc'"
10/31/18 5:08,Positive,,A tribute to the great Sardar Patel!  Dedicating the \xe2\x80\x98Statue of Unity\xe2\x80\x99 to the nation. Here\xe2\x80\x99s my speech. https://t.co/OEDjhW1MrT'
10/30/18 14:43,Positive,,"Tomorrow, on the Jayanti of Sardar Patel, the 'Statue of Unity' will be dedicated to the nation. \n\nThe statue, which is on the banks of the Narmada is a fitting tribute to the great Sardar Patel. https://t.co/9Z5PHE9uTM https://t.co/6TXMYPaJm6"""
10/30/18 10:19,Positive,,More technology for greater progress.   Addressing the India-Italy Technology Summit. https://t.co/Tqn285Hevs'
10/26/18 14:12,Positive,,"One of the greatest living Indian sculptors, Shri Ram Vanji Sutar created over 50 sculptures. His works include restoring sculptures found in Ellora &amp; Ajanta, Chambal monument at the Gandhi Sagar Dam, busts of Bapu and Gurudev Tagore and 'Statue of Unity.' Congratulations to him!"""
10/26/18 14:10,Positive,,"Shri Rajkumar Singhajit Singh is a doyen of Manipuri dance. He is widely respected as a great teacher, performer and choreographer. His efforts have gone a long way in keeping the Manipuri dance alive, and to promote harmony as well as creativity. Congratulations to him!'"
10/26/18 13:23,Positive,,Happy to see this. Please wish your father a Happy Birthday! https://t.co/ovwlg7pvGR'
10/25/18 15:53,Positive,,"Celebrating #Gandhi150 in the land of the two Niles, with this beautiful rendition of Bapu\xe2\x80\x99s \xe2\x80\x98Vaishnava Jana To\xe2\x80\x99 by popular Sudanese singer Rimaz Mirghani in the backdrop of Merowe Pyramids and the great River Nile flowing through the vast Sahara. \n\nhttps://t.co/ERIZZXlquq'"
