TweetText,Name,Opinion
"b'Darshan at Kabir Mandir in Saliya, Dahod https://t.co/VHC7YxKQ8J'",Rahul,Positive
b'RT @INCIndia: The people of Baroj Village and Zoz Village in Gujarat warmly welcomed Congress VP Rahul Gandhi. #Congress_Aave_Che https://t\xe2\x80\xa6',Rahul,Negative
"b'Had a good interaction with Anganwadi workers in Dabhoi, Vadodara https://t.co/pGn9qCnnQq'",Rahul,Positive
"b""Amazing transition from Beti Bachao to Beta Bachao\n\n\xe0\xa4\x9c\xe0\xa4\xaf \xe0\xa4\xb6\xe0\xa4\xbe\xe0\xa4\xb9-'\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe' \xe0\xa4\x96\xe0\xa4\xbe \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa4\xbe\nhttps://t.co/LjB7VJtkQB""",Rahul,Negative
b'RT @INCIndia: CVP Rahul Gandhi begins the day by attending a prayer meeting &amp; paying respects to Dr. B.R. Ambedkar at Sankalp Bhoomi. #Yuva\xe2\x80\xa6',Rahul,Positive
b'RT @INCIndia: \xe0\xa4\x85\xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xa4 \xe0\xa4\xb6\xe0\xa4\xbe\xe0\xa4\xb9 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\x82\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xab\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xa6\xe0\xa4\xbe 2014 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xb6\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x81 \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x9f \xe0\xa4\x85\xe0\xa4\xaa \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xa1\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xa5\xe0\xa4\xbe \xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x95 \xe0\xa4\x87\xe0\xa4\xa8 \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xa1\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe! #GujaratNavsarjanY\xe2\x80\xa6',Rahul,Negative
b'Paid my tributes to Sardar Patel ji at his birthplace in Nadiad https://t.co/uq8nm7w57C',Rahul,Positive
"b'RT @INCIndia: After Darshan at Santram Mandir, Congress VP Rahul Gandhi addresses a corner meeting at Nadiad in Kheda District. #GujaratNav\xe2\x80\xa6'",Rahul,Negative
"b""\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80\xe0\xa4\x9c\xe0\xa5\x80, \xe0\xa4\x9c\xe0\xa4\xaf \xe0\xa4\xb6\xe0\xa4\xbe\xe0\xa4\xb9- '\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe'  \xe0\xa4\x96\xe0\xa4\xbe \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa4\xbe|\n\xe0\xa4\x86\xe0\xa4\xaa \xe0\xa4\x9a\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa5\x80\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xa5\xe0\xa5\x87 \xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa5\x80\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb0? \xe0\xa4\x95\xe0\xa5\x81\xe0\xa4\x9b \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\xac\xe0\xa5\x8b\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f""",Rahul,Negative
"b""RT @NH_India: @PiyushGoyal was the minister concerned when IREDA broke its rules to give loan to Amit Shah's son's firm @INCIndia https://t\xe2\x80\xa6""",Rahul,Negative
"b""We finally found the only beneficiary of Demonetisation. It's not the RBI, the poor or the farmers. It's the Shah-in-Shah of Demo. Jai Amit https://t.co/2zHlojgR2c""",Rahul,Negative
"b'Warm chronicler of Indian life through \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xb8, \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe, \xe0\xa4\x95\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa4\xbe, \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xa6\xe0\xa5\x8b \xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\x82 etc, will be immensely missed.\nRIP Director! https://t.co/aytOm7rfTn'",Rahul,Positive
"b""RT @INCIndia: Watch Congress VP Rahul Gandhi's 'Vikas se Vijay' rally in Mandi, Himachal Pradesh. (2/2) #JawabDegaHimachal https://t.co/C7X\xe2\x80\xa6""",Rahul,Negative
"b""RT @INCIndia: Watch Congress VP Rahul Gandhi's 'Vikas se Vijay' rally in Mandi, Himachal Pradesh. (1/2) #JawabDegaHimachal https://t.co/g5p\xe2\x80\xa6""",Rahul,Negative
b'This is simply disrespectful. I am sad to see this type of statement. https://t.co/ma1dI6IAo8',Rahul,Negative
"b""RT @INCIndia: Wishing the @IndianFootball U-17 boys all the best for tonight's game! #FIFAU17WC #INDvUSA #BackTheBlue https://t.co/g8mlo9FY\xe2\x80\xa6""",Rahul,Positive
b'#GSTCouncil https://t.co/PGV6lK14MP',Rahul,Negative
"b'To exploring, questioning and discovering the unknown and embracing it. In memory of Meghnad Saha https://t.co/5Ju7YIQNVG'",Rahul,Negative
b'In other news Iceberg to Titanic: Reports of disaster exaggerated by pessimists\n\nhttps://t.co/gdxDYAfTNQ',Rahul,Negative
"b'Had a great time interacting with farmers, Congress workers and constituents on the first day of Amethi visit https://t.co/4cwpjLHSyj'",Rahul,Positive
b'What development model is this? Killing and dehumanising the sons of soil who feed us?(2/2)',Rahul,Positive
"b""\xe0\xa4\xb8\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xa6\xe0\xa5\x80\xe0\xa4\xaa\xe0\xa4\x95 \xe0\xa4\xa8 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x96\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x89\xe0\xa4\xb8\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x9a\xe0\xa4\xae\xe0\xa4\x95 \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\x98\xe0\xa4\x9f\xe0\xa4\xa4\xe0\xa5\x80! \xe0\xa4\x90\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x81 \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x96\xe0\xa4\xbe \xe0\xa4\xa5\xe0\xa4\xbe, '\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\xa7\xe0\xa5\x87\xe0\xa4\xb0 \xe0\xa4\xa8\xe0\xa4\x97\xe0\xa4\xb0\xe0\xa5\x80, \xe0\xa4\x9a\xe0\xa5\x8c\xe0\xa4\xaa\xe0\xa4\x9f \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xbe'!\nhttps://t.co/4Mrq6Aevue""",Rahul,Negative
b'My tribute to former Prime Minister Lal Bahadur Shastriji on his birth anniversary',Rahul,Positive
"b""Remembering Bapu on his birth anniversary. Let's pledge to protect and defend the ideas he stood for till our last breath. \n#GandhiJayanti""",Rahul,Positive
"b""Tom Alter ji's contribution to cinema &amp; theatre is immense. Sad to know of his demise. The void left behind by him will be difficult to fill""",Rahul,Positive
b'RT @navjivanindia: \xe0\xa4\xa8\xe0\xa4\xab\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xa8\xe0\xa5\x80\xe0\xa4\xa4\xe0\xa4\xbf \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xa7\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80: \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\xb2 \xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\xa7\xe0\xa5\x80 @OfficeOfRG @INCIndia https://t.co/c9lBCUbZAy',Rahul,Negative
b'My interview at Berggruen Institute\nhttps://t.co/RD52GDUdrO',Rahul,Negative
b'Deeply pained to know about the tragic stampede at #Elphinstone station. My thoughts with the families of the victims',Rahul,Neutral
b'Fotedar ji was a pillar of strength in the Congress party. His demise is a big loss to us.My condolences to his family in this hour of grief',Rahul,Neutral
b'My tributes to #ShaheedBhagatSingh on his birth anniversary. His valour and sacrifice will continue to inspire generations',Rahul,Positive
b'Had an insightful interaction with the women of Chobari village https://t.co/2WLMaETIqj',Rahul,Positive
"b'RT @INCIndia: Day 3 begins with a visit to Chamunda Mataji Temple, Chotila. #NavsarjanWithRahul https://t.co/FMZJZ1GTnz'",Rahul,Positive
"b'Ladies &amp; Gentlemen, this is your copilot &amp; FM speaking. Plz fasten your seat belts &amp; take brace position.The wings have fallen off our plane https://t.co/IsOA8FQa6u'",Rahul,Negative
b'The day ends well with Garba in Rajkot https://t.co/w1LnVAUG2S',Rahul,Positive
b'It is the BJP\xe2\x80\x99s philosophy to beat up girls demanding their rights. https://t.co/olVEslHJjc',Rahul,Neutral
b'RT @INCIndia: \xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\x87\xe0\xa4\xa4\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x9d\xe0\xa5\x82\xe0\xa4\xa0 \xe0\xa4\xac\xe0\xa5\x8b\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb8 \xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa4\xb2 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa4\xbe - \xe0\xa4\xaa\xe0\xa4\xbf\xe0\xa4\xaa\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c \xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\xb5 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\x89\xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\xa7\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\xb2 \xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\xa7\xe0\xa5\x80. #\xe0\xaa\xaf\xe0\xab\x81\xe0\xaa\xb5\xe0\xaa\xbe_\xe0\xaa\xb0\xe0\xab\x8b\xe0\xaa\x9c\xe0\xaa\x97\xe0\xaa\xbe\xe2\x80\xa6',Rahul,Negative
b'Had a good interaction with dairy farmers at Pipaliyaraj https://t.co/o54L7uSXxV',Rahul,Positive
b'RT @INCIndia: CVP Rahul Gandhi begins day 2 by meeting trader community representatives in Jamnagar who shared concerns with him #\xe0\xaa\xaf\xe0\xab\x81\xe0\xaa\xb5\xe0\xaa\xbe_\xe0\xaa\xb0\xe0\xab\x8b\xe0\xaa\x9c\xe2\x80\xa6',Rahul,Positive
"b'RT @INCIndia: The trading community in Chandibazar, Jamnagar welcomes Congress VP Rahul Gandhi and raises their concerns to him. #RahulInGu\xe2\x80\xa6'",Rahul,Negative
"b'Enjoyed chai at Hanjrapar village with family members of Shri Pal Ambalia, one of our strong supporters for many years https://t.co/fRQD72wIIA'",Rahul,Positive
"b'RT @INCIndia: Reception at Chaupal for Congress VP Rahul Gandhi, his next stop on the three-day long Navsarjan Yatra. #RahulInGujarat https\xe2\x80\xa6'",Rahul,Negative
b'Began the three day Navsarjan Yatra in Gujarat with darshan at Dwarkadhish Temple https://t.co/PkFz0s3Z7v',Rahul,Positive
"b'BJP version of Beti Bachao, Beti Padhao in BHU https://t.co/2XWIG5CG2q'",Rahul,Neutral
"b""Sushma ji, thank you for finally recognising Congress governments' great vision and legacy of setting up IITs and IIMs""",Rahul,Positive
b'Appalled at the gruesome murder of TV journalist Shantanu Bhowmik. Repeated attacks on media are worrisome for our democracy',Rahul,Negative
"b""The Congress party has and will continue to support the Women's Reservation Bill https://t.co/TZgKFHdjFq""",Rahul,Positive
"b""RT @INCIndia: WATCH: Congress VP Rahul Gandhi's full address to the Indian National Overseas Congress in New York. #RGinUS\nhttps://t.co/gKf\xe2\x80\xa6""",Rahul,Negative
b'I had many conversations during my trip. Most people were worried about what has happened to the tolerance that used to prevail in India https://t.co/tB8RfHte8t',Rahul,Positive
"b""RT @INCIndia: WATCH:Congress VP Rahul Gandhi's interaction &amp; Q&amp;A at @Princeton's Centre for International Security Studies #RGinUS\nhttps://\xe2\x80\xa6""",Rahul,Negative
"b""Cities aren't equipped to handle migration. We aren't spending enough on healthcare &amp; education. These are the central problems India faces""",Rahul,Positive
"b'30,000 youngsters enter the job market everyday and only 450 jobs are provided https://t.co/4IiH1cTyTV'",Rahul,Positive
b'RT @INCIndia: Congress VP Rahul Gandhi will be in conversation with students of @Princeton.Watch live at 2:15am IST 20th Sept\nLink:https://\xe2\x80\xa6',Rahul,Negative
b'My condolences on the demise of former Minister &amp; senior Congress leader from Karnataka Qamar ul Islam ji',Rahul,Negative
b'My tribute to the great social reformer Thanthai Periyar on his birth anniversary',Rahul,Positive
"b""A soldier &amp;diplomat par excellence,Marshal of IAF Arjan Singh's demise is an irreparable loss.India has lost a true hero.Deepest condolences""",Rahul,Neutral
b'Strongly condemn the cowardly terrorist attack in London. My thoughts with the injured and their families',Rahul,Neutral
b'Congratulations @nsui on a stellar performance &amp; Pres win in DUSU! Thank students of DU for reposing faith in Congress ideology #NSUIWinsDU https://t.co/amUF6owutt',Rahul,Positive
"b'Our strength so far has been we have achieved all this peacefully. What can destroy our momentum is hatred, anger &amp; politics of polarization'",Rahul,Negative
"b""For everything anyone says about India,there's no democratic country in human history that has raised as many people out of poverty as India""",Rahul,Positive
"b""The idea of ahimsa unites India's castes, religions &amp;languages. An idea that Gandhi fashioned into a powerful but beautiful political weapon""",Rahul,Positive
"b""RT @INCIndia: Watch Rahul Gandhi speak on 'India at 70' at @UCBerkeley \nTomorrow 7am IST Live stream link: https://t.co/93dlcsSw7u https://\xe2\x80\xa6""",Rahul,Negative
b'My condolences to the family of former Parliamentarian and senior Congress leader Smt. Shyama Singh ji on her demise',Rahul,Neutral
b'RT @INCIndia: Congress VP Rahul Gandhi shares the anguish of the families who lost their children in the #GorakhpurTragedy &amp; also speaks on\xe2\x80\xa6',Rahul,Negative
b'RT @nsui: Panjab University team met @INCIndia Vice President Shri Rahul Gandhi late evening today after the emphatic victory in PUSU elect\xe2\x80\xa6',Rahul,Positive
"b'Demonetisation \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 99% \xe0\xa4\xaa\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa4\xbe \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xaa\xe0\xa4\xb8 \xe0\xa4\x86 \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa4\xbe, \xe0\xa4\xa8\xe0\xa5\x8b\xe0\xa4\x9f\xe0\xa4\xac\xe0\xa4\xa8\xe0\xa5\x8d\xe0\xa4\xa6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xab\xe0\xa4\xb2\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xaf\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa4\xb0 \xe0\xa4\x9a\xe0\xa5\x8b\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xa7\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80\xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xab\xe0\xa5\x87\xe0\xa4\xa6 \xe0\xa4\xaa\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88'",Rahul,Negative
"b""Met Farmers' Delegation at Parbhani and assured them that Congress will continue to fight for their rights https://t.co/sPCYXuhWFA""",Rahul,Negative
"b'RT @INCIndia: Sant Baba Balwinder Singhji Kar Sewa Wale &amp; Baba Prem Singh ji meet with Shri Rahul Gandhi at Nanded, Maharashtra #SangharshS\xe2\x80\xa6'",Rahul,Negative
b'Sometimes the PM speaks under pressure but the entire idea is to crush dissent and this is resulting in a very serious problem in India',Rahul,Negative
b'Anybody who speaks against the RSS/BJP is attacked &amp;even killed. They want to impose only one ideology which is against the nature of India',Rahul,Negative
"b""Spoke to the CM of Karnataka and mentioned that it's very important that people who have murdered Gauri Lankesh are caught and punished""",Rahul,Negative
b'The truth will never be silenced. Gauri Lankesh lives on in our hearts. My condolences &amp;love to her family. The culprits have to be punished',Rahul,Neutral
b'My condolences to the family of Lok Sabha MP and former Union minister Sultan Ahmed ji on his demise',Rahul,Neutral
b'290 Gorakhpur + 56 BHU + 49 Farrukhabad and counting! \nHow many more kids will it take for the UP govt to wake up?',Rahul,Negative
"b'Had a great interaction with delegations of professionals, traders &amp; entrepreneurs in Ahmedabad today https://t.co/C4f3AvoMMt'",Rahul,Positive
"b""RT @INCIndia: Congress VP Rahul Gandhi arrives in Ahmedabad, all set to launch INC's Gujarat Campaign at the Sabarmati riverfront today. #S\xe2\x80\xa6""",Rahul,Negative
b'Greetings on the occasion of Onam. May this festival bring happiness and prosperity for all',Rahul,Positive
"b""Thank you for being such a gracious host @borgebrende.Deeply impressed with Norway's achievements.May the bond b/w India &amp; Norway strengthen https://t.co/hQDuL7iNea""",Rahul,Positive
"b""At Technology Centre Mongstad,world's largest facility for combating climate change using tech(CO2capture)Impressed by their pioneering work https://t.co/0qyYbjiSlh""",Rahul,Positive
"b""Enjoyed discussion at Polar Institute.Reminded of India's leap in Polar research since the 1st Antarctic mission(1981) &amp;Arctic Station(2007) https://t.co/aJR5wyFzQP""",Rahul,Positive
b'A colossal failure which cost innocent lives and ruined the economy. Will the PM own up? \n#DemonetisationDisaster https://t.co/YXNdW8xBTL',Rahul,Negative
"b""Met Yngve Slyngstad,head of NBIM,world's largest sovereign wealth fund &amp; custodian of Norway's oil wealth,a role model for growing economies https://t.co/TikyFTU7Zh""",Rahul,Positive
b'Well played PV #Sindhu. You made the country proud. Congratulations',Rahul,Positive
b'Greetings to all brothers and sisters from Odisha on the occasion of Nuakhai \n#NuakhaiJuhar',Rahul,Positive
"b""Rule of law is a pillar of democracy,let's respect it but govt must allow accurate reporting by media to ensure transparency &amp;accountability""",Rahul,Negative
b'Violence &amp; brutality have no place in our society. Condemn the rampage and lawlessness in Haryana &amp; appeal to restore peace and tranquility',Rahul,Positive
"b'On the invitation of the Norwegian Ministry of Foreign Affairs, will be travelling to Oslo for a few days(1/2)'",Rahul,Negative
"b""SC decision marks a major blow to fascist forces.A sound rejection of the BJP's ideology of suppression through surveillance\n#RightToPrivacy""",Rahul,Negative
"b""Welcome the SC verdict upholding #RightToPrivacy as an intrinsic part of individual's liberty, freedom &amp; dignity. A victory for every Indian""",Rahul,Positive
b'Can anyone guess how many more casualties in train accidents it will take for the BJP to do something about it?',Rahul,Negative
"b'Horrific news of floods from Bihar, West Bengal &amp;Assam.My sympathies with the victims.Urge local Congress units to provide all possible help'",Rahul,Positive
b'Ex CM &amp; Parliamentarian Rishang Keishingji was a true Congressman &amp; one of the tallest leaders of North East.Very sad to know of his passing',Rahul,Neutral
b'Very sad to hear about the demise of senior Congress leader from Odisha and three term MLA Subal Sahu ji. My condolences to his family',Rahul,Neutral
b'Welcome the Supreme Court decision setting aside instant #TripleTalaq. I congratulate the women who fought for justice',Rahul,Positive
"b""RT @INCIndia: Our VP,Rahul Gandhi,was at his alma mater The Doon School on Friday. Here's a video of his interaction with the students #Mod\xe2\x80\xa6""",Rahul,Positive
b'RT @INCGujarat: Gujarat Congress MLAs &amp; leaders had fruitful meeting with Congress President Smt Sonia Gandhi ji &amp; VP Shri Rahul Gandhi ji\xe2\x80\xa6',Rahul,Negative
b'Had a good meeting with Congress MLAs and leaders from Gujarat today https://t.co/XI6E0kOy5U',Rahul,Positive
b'Remembering Rajiv ji on his birth anniversary https://t.co/r9Zw9Pd6rd',Rahul,Positive
b'Shocked to know about the unfortunate accident of Utkal Express in Muzaffarnagar. My thoughts with the families who lost their loved ones',Rahul,Neutral
b'RT @INCIndia: Congress VP Rahul Gandhi arrives in the village of Bagagada and meets with the families of children who died in the #Gorakhpu\xe2\x80\xa6',Rahul,Negative
b'Great session with bright young minds at the Doon School Model United Nations Conference https://t.co/NM9E3MqrPs',Rahul,Positive
b'Had a nice interaction with the students of The Doon School today https://t.co/8gxvpw8rmX',Rahul,Positive
b'RT @INCIndia: Rahul Gandhiji arrives in Uttarakhand for an event. Greeted at the airport by @harishrawatcmuk and other party leaders. https\xe2\x80\xa6',Rahul,Negative
b'Strongly condemn the terrorist attack in Barcelona. Share the pain of the families who lost their loved ones in this mindless violence',Rahul,Neutral
"b""\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80\xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\x9b \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x8f, \xe0\xa4\xb9\xe0\xa4\xae \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 '\xe0\xa4\xb8\xe0\xa4\x9a \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4' \xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x8f""",Rahul,Negative
